replicate	generation	lineage	n_individuals	mean_fitness	mean_phenotype	sd_phenotype	mean_optimum
pl_sweep	245	rot	20000	0.999475	0.000833419	0.0996461	0.0
pl_sweep	246	pdav-N	50000	0.998066	0.000711726	0.100346	-0.0
pl_sweep	246	mixed	30000	0.999645	-0.000727103	0.100854	0.0
pl_sweep	246	rot	20000	0.999466	0.000172375	0.100526	0.0
pl_sweep	247	pdav-N	50000	0.998103	0.00115439	0.0993682	-0.0
pl_sweep	247	mixed	30000	0.999647	-0.000861495	0.100617	0.0
pl_sweep	247	rot	20000	0.999477	-0.000122858	0.0995399	0.0
pl_sweep	248	pdav-N	50000	0.998087	-0.000602224	0.0998032	-0.0
pl_sweep	248	mixed	30000	0.999652	0.000723049	0.0998948	0.0
pl_sweep	248	rot	20000	0.999467	4.72423e-06	0.100452	0.0
pl_sweep	249	pdav-N	50000	0.998089	-0.000102022	0.0997594	-0.0
pl_sweep	249	mixed	30000	0.99965	-0.000456592	0.100135	0.0
pl_sweep	249	rot	20000	0.999461	0.00077866	0.101018	0.0
pl_sweep	250	pdav-N	50000	0.998076	8.23137e-05	0.100094	-0.0
pl_sweep	250	mixed	30000	0.999649	-0.000160208	0.100311	0.0
pl_sweep	250	rot	20000	0.999472	0.000141926	0.0999333	0.0
pl_sweep	251	pdav-N	50000	0.99808	-0.000168602	0.0999864	-0.0
pl_sweep	251	mixed	30000	0.999647	0.00109232	0.100497	0.0
pl_sweep	251	rot	20000	0.999479	-8.00732e-05	0.0993404	0.0
pl_sweep	252	pdav-N	50000	0.998064	0.00032231	0.100407	-0.0
pl_sweep	252	mixed	30000	0.999649	9.32962e-06	0.100309	0.0
pl_sweep	252	rot	20000	0.999469	-0.000885002	0.100252	0.0
pl_sweep	253	pdav-N	50000	0.998089	2.21344e-05	0.0997502	-0.0
pl_sweep	253	mixed	30000	0.99965	-7.70132e-06	0.100136	0.0
pl_sweep	253	rot	20000	0.999469	0.000182738	0.100283	0.0
pl_sweep	254	pdav-N	50000	0.998076	-0.000696616	0.100094	-0.0
pl_sweep	254	mixed	30000	0.99965	0.000307281	0.10012	0.0
pl_sweep	254	rot	20000	0.999465	0.000370732	0.100633	0.0
pl_sweep	255	pdav-N	50000	0.998075	-0.000382509	0.100129	-0.0
pl_sweep	255	mixed	30000	0.999651	0.000405131	0.100034	0.0
pl_sweep	255	rot	20000	0.999471	-0.000530981	0.100063	0.0
pl_sweep	256	pdav-N	50000	0.998101	-0.000548564	0.0994411	-0.0
pl_sweep	256	mixed	30000	0.999653	0.0005035	0.0997676	0.0
pl_sweep	256	rot	20000	0.999468	-0.000393152	0.100344	0.0
pl_sweep	257	pdav-N	50000	0.998089	0.000181335	0.0997499	-0.0
pl_sweep	257	mixed	30000	0.999655	-0.000200836	0.0993814	0.0
pl_sweep	257	rot	20000	0.999477	-0.000575081	0.0994814	0.0
pl_sweep	258	pdav-N	50000	0.998095	-0.000567755	0.0995863	-0.0
pl_sweep	258	mixed	30000	0.99965	0.000336803	0.100194	0.0
pl_sweep	258	rot	20000	0.999473	-0.000512661	0.0998276	0.0
pl_sweep	259	pdav-N	50000	0.998097	-0.000134827	0.099536	-0.0
pl_sweep	259	mixed	30000	0.999651	-7.53731e-05	0.100025	0.0
pl_sweep	259	rot	20000	0.999469	0.000631938	0.100218	0.0
pl_sweep	260	pdav-N	50000	0.998065	0.00030973	0.100381	-0.0
pl_sweep	260	mixed	30000	0.999653	-0.000380884	0.099773	0.0
pl_sweep	260	rot	20000	0.999476	0.00125302	0.0995757	0.0
pl_sweep	261	pdav-N	50000	0.998058	-0.000387326	0.100549	-0.0
pl_sweep	261	mixed	30000	0.999654	-9.11844e-05	0.0995092	0.0
pl_sweep	261	rot	20000	0.999472	-0.000750052	0.100015	0.0
pl_sweep	262	pdav-N	50000	0.998092	0.000364465	0.0996874	-0.0
pl_sweep	262	mixed	30000	0.99965	0.000106542	0.100126	0.0
pl_sweep	262	rot	20000	0.999467	-0.000446857	0.100416	0.0
pl_sweep	263	pdav-N	50000	0.99808	-0.000218043	0.0999917	-0.0
pl_sweep	263	mixed	30000	0.99965	0.00104894	0.100196	0.0
pl_sweep	263	rot	20000	0.999469	0.0017438	0.100281	0.0
pl_sweep	264	pdav-N	50000	0.998087	0.000277822	0.0998175	-0.0
pl_sweep	264	mixed	30000	0.999651	-0.000464673	0.100038	0.0
pl_sweep	264	rot	20000	0.999478	0.000917243	0.0993946	0.0
pl_sweep	265	pdav-N	50000	0.998063	-0.000348319	0.10042	-0.0
pl_sweep	265	mixed	30000	0.999652	-0.000324573	0.0998806	0.0
pl_sweep	265	rot	20000	0.999477	0.000155233	0.099513	0.0
pl_sweep	266	pdav-N	50000	0.998075	-0.00022422	0.100117	-0.0
pl_sweep	266	mixed	30000	0.999649	0.000442896	0.100269	0.0
pl_sweep	266	rot	20000	0.999474	-0.0011513	0.0998037	0.0
pl_sweep	267	pdav-N	50000	0.998091	0.000142654	0.0997046	-0.0
pl_sweep	267	mixed	30000	0.999652	-0.000561986	0.0998634	0.0
pl_sweep	267	rot	20000	0.999471	-0.000386291	0.100061	0.0
pl_sweep	268	pdav-N	50000	0.998086	0.000576684	0.0998183	-0.0
pl_sweep	268	mixed	30000	0.99965	0.000587952	0.100108	0.0
pl_sweep	268	rot	20000	0.999471	0.000796685	0.100083	0.0
pl_sweep	269	pdav-N	50000	0.998061	0.000267991	0.100479	-0.0
pl_sweep	269	mixed	30000	0.999652	-0.000257704	0.0997967	0.0
pl_sweep	269	rot	20000	0.999463	-0.000172457	0.100842	0.0
pl_sweep	270	pdav-N	50000	0.998099	-0.000394943	0.0995022	-0.0
pl_sweep	270	mixed	30000	0.999652	-0.000839479	0.0998795	0.0
pl_sweep	270	rot	20000	0.99947	-0.000289381	0.100198	0.0
pl_sweep	271	pdav-N	50000	0.998072	9.89853e-05	0.100195	-0.0
pl_sweep	271	mixed	30000	0.999652	-0.000453404	0.0997946	0.0
pl_sweep	271	rot	20000	0.999467	0.00116589	0.100478	0.0
pl_sweep	272	pdav-N	50000	0.998066	-0.00033062	0.100364	-0.0
pl_sweep	272	mixed	30000	0.999651	0.000771442	0.100012	0.0
pl_sweep	272	rot	20000	0.999472	-0.00141687	0.0999738	0.0
pl_sweep	273	pdav-N	50000	0.998072	-0.000147318	0.100203	-0.0
pl_sweep	273	mixed	30000	0.999648	-0.000361391	0.100385	0.0
pl_sweep	273	rot	20000	0.999467	0.00109474	0.100427	0.0
pl_sweep	274	pdav-N	50000	0.998061	0.000400507	0.100493	-0.0
pl_sweep	274	mixed	30000	0.99965	-0.000314976	0.100164	0.0
pl_sweep	274	rot	20000	0.999476	0.00121322	0.0995428	0.0
pl_sweep	275	pdav-N	50000	0.998077	-0.00043516	0.100061	-0.0
pl_sweep	275	mixed	30000	0.999654	0.000624045	0.0996212	0.0
pl_sweep	275	rot	20000	0.99947	0.000757075	0.100117	0.0
pl_sweep	276	pdav-N	50000	0.998075	-0.000673461	0.100114	-0.0
pl_sweep	276	mixed	30000	0.999658	-0.000459623	0.0989507	0.0
pl_sweep	276	rot	20000	0.999477	0.000717233	0.0995218	0.0
pl_sweep	277	pdav-N	50000	0.998076	6.82066e-05	0.100084	-0.0
pl_sweep	277	mixed	30000	0.999654	0.000155438	0.0996312	0.0
pl_sweep	277	rot	20000	0.999474	0.000361769	0.0998017	0.0
pl_sweep	278	pdav-N	50000	0.998069	-0.000811319	0.100276	-0.0
pl_sweep	278	mixed	30000	0.999648	-0.000790373	0.100445	0.0
pl_sweep	278	rot	20000	0.999473	0.000690567	0.0998643	0.0
pl_sweep	279	pdav-N	50000	0.998087	-0.000640803	0.0998151	-0.0
pl_sweep	279	mixed	30000	0.999653	0.000594816	0.0997767	0.0
pl_sweep	279	rot	20000	0.999471	0.000355961	0.100067	0.0
pl_sweep	280	pdav-N	50000	0.998064	7.77125e-06	0.100403	-0.0
pl_sweep	280	mixed	30000	0.999649	-6.76625e-05	0.10021	0.0
pl_sweep	280	rot	20000	0.999476	0.00181293	0.0995453	0.0
pl_sweep	281	pdav-N	50000	0.998075	0.000414129	0.100112	-0.0
pl_sweep	281	mixed	30000	0.99965	0.00068662	0.100117	0.0
pl_sweep	281	rot	20000	0.999477	0.00138125	0.0994716	0.0
pl_sweep	282	pdav-N	50000	0.998068	-0.000597228	0.100293	-0.0
pl_sweep	282	mixed	30000	0.999651	-0.000399925	0.0999601	0.0
pl_sweep	282	rot	20000	0.99947	0.000632164	0.10016	0.0
pl_sweep	283	pdav-N	50000	0.998091	0.000521512	0.0996977	-0.0
pl_sweep	283	mixed	30000	0.999655	-0.000459758	0.0994388	0.0
pl_sweep	283	rot	20000	0.999472	-0.000150011	0.100007	0.0
pl_sweep	284	pdav-N	50000	0.998074	-0.00047318	0.10013	-0.0
pl_sweep	284	mixed	30000	0.999654	-7.13185e-05	0.099599	0.0
pl_sweep	284	rot	20000	0.999471	0.000873603	0.100089	0.0
pl_sweep	285	pdav-N	50000	0.9981	0.000660808	0.0994617	-0.0
pl_sweep	285	mixed	30000	0.999647	0.000274363	0.100601	0.0
pl_sweep	285	rot	20000	0.999472	0.0004264	0.0999239	0.0
pl_sweep	286	pdav-N	50000	0.998058	2.86022e-06	0.100556	-0.0
pl_sweep	286	mixed	30000	0.999653	-6.78361e-05	0.0996797	0.0
pl_sweep	286	rot	20000	0.999473	0.000505704	0.0998808	0.0
pl_sweep	287	pdav-N	50000	0.998079	0.000639441	0.100018	-0.0
pl_sweep	287	mixed	30000	0.999646	-0.0007028	0.100657	0.0
pl_sweep	287	rot	20000	0.999476	-0.00176971	0.0996006	0.0
pl_sweep	288	pdav-N	50000	0.998094	-0.000259128	0.0996206	-0.0
pl_sweep	288	mixed	30000	0.999653	-0.000240656	0.0996705	0.0
pl_sweep	288	rot	20000	0.999468	-0.000136167	0.100357	0.0
pl_sweep	289	pdav-N	50000	0.998082	0.000274781	0.0999452	-0.0
pl_sweep	289	mixed	30000	0.999651	0.000537887	0.100004	0.0
pl_sweep	289	rot	20000	0.999463	-0.000104316	0.100864	0.0
pl_sweep	290	pdav-N	50000	0.99807	0.000368504	0.100259	-0.0
pl_sweep	290	mixed	30000	0.999652	0.00148598	0.0997706	0.0
pl_sweep	290	rot	20000	0.999469	0.00115074	0.100264	0.0
pl_sweep	291	pdav-N	50000	0.99807	0.000203129	0.100252	-0.0
pl_sweep	291	mixed	30000	0.99965	0.000118982	0.100087	0.0
pl_sweep	291	rot	20000	0.999478	-0.000533883	0.0994078	0.0
pl_sweep	292	pdav-N	50000	0.998061	-0.000380543	0.100479	-0.0
pl_sweep	292	mixed	30000	0.999647	0.000397828	0.100595	0.0
pl_sweep	292	rot	20000	0.999476	0.000675336	0.0996209	0.0
pl_sweep	293	pdav-N	50000	0.998065	-0.000391468	0.100378	-0.0
pl_sweep	293	mixed	30000	0.999651	-0.000559299	0.100002	0.0
pl_sweep	293	rot	20000	0.999478	0.0010781	0.0993867	0.0
pl_sweep	294	pdav-N	50000	0.998091	-0.000306102	0.0996984	-0.0
pl_sweep	294	mixed	30000	0.999647	-0.00108935	0.100527	0.0
pl_sweep	294	rot	20000	0.999467	-7.62183e-05	0.100445	0.0
pl_sweep	295	pdav-N	50000	0.998099	0.000223641	0.0995006	-0.0
pl_sweep	295	mixed	30000	0.999649	0.000797277	0.1003	0.0
pl_sweep	295	rot	20000	0.999468	0.000305807	0.100392	0.0
pl_sweep	296	pdav-N	50000	0.99809	0.00043765	0.0997163	-0.0
pl_sweep	296	mixed	30000	0.999654	0.000582761	0.0995566	0.0
pl_sweep	296	rot	20000	0.999474	0.000180904	0.0998191	0.0
pl_sweep	297	pdav-N	50000	0.998071	-4.20712e-05	0.100232	-0.0
pl_sweep	297	mixed	30000	0.999647	-0.000203919	0.10054	0.0
pl_sweep	297	rot	20000	0.999466	-0.000863251	0.100538	0.0
pl_sweep	298	pdav-N	50000	0.998085	-0.000664789	0.099843	-0.0
pl_sweep	298	mixed	30000	0.999653	0.000636201	0.0997432	0.0
pl_sweep	298	rot	20000	0.999478	0.000420032	0.0993849	0.0
pl_sweep	299	pdav-N	50000	0.998088	-0.000319061	0.0997806	-0.0
pl_sweep	299	mixed	30000	0.999652	-0.000471139	0.0998927	0.0
pl_sweep	299	rot	20000	0.999479	0.000600599	0.0993261	0.0
pl_sweep	300	pdav-N	50000	0.998069	-0.000885705	0.100269	-0.0
pl_sweep	300	mixed	30000	0.999654	0.000565135	0.09958	0.0
pl_sweep	300	rot	20000	0.999472	0.000973369	0.0999861	0.0
pl_sweep	301	pdav-N	50000	0.998095	-0.000595347	0.0995958	-0.0
pl_sweep	301	mixed	30000	0.999648	0.000202551	0.100415	0.0
pl_sweep	301	rot	20000	0.999471	0.000205163	0.100025	0.0
pl_sweep	302	pdav-N	50000	0.998084	-0.000352853	0.0998946	-0.0
pl_sweep	302	mixed	30000	0.999648	-0.00122481	0.100396	0.0
pl_sweep	302	rot	20000	0.999471	-0.00057797	0.100098	0.0
pl_sweep	303	pdav-N	50000	0.998099	0.00037264	0.0994785	-0.0
pl_sweep	303	mixed	30000	0.999648	-0.000579914	0.100408	0.0
pl_sweep	303	rot	20000	0.999471	0.000634318	0.100061	0.0
pl_sweep	304	pdav-N	50000	0.998103	0.000313104	0.099391	-0.0
pl_sweep	304	mixed	30000	0.999647	-0.000393702	0.100546	0.0
pl_sweep	304	rot	20000	0.999472	0.00144377	0.0999952	0.0
pl_sweep	305	pdav-N	50000	0.998078	8.21326e-05	0.100049	-0.0
pl_sweep	305	mixed	30000	0.999652	0.000144327	0.0998034	0.0
pl_sweep	305	rot	20000	0.999465	-0.000849705	0.100631	0.0
pl_sweep	306	pdav-N	50000	0.998076	0.000360204	0.100104	-0.0
pl_sweep	306	mixed	30000	0.999647	0.000447933	0.100601	0.0
pl_sweep	306	rot	20000	0.999473	-0.00048251	0.0998968	0.0
pl_sweep	307	pdav-N	50000	0.99809	0.000660747	0.0997152	-0.0
pl_sweep	307	mixed	30000	0.999648	3.03684e-05	0.100477	0.0
pl_sweep	307	rot	20000	0.999474	-0.000834679	0.0997782	0.0
pl_sweep	308	pdav-N	50000	0.998064	-0.000443255	0.100406	-0.0
pl_sweep	308	mixed	30000	0.999648	0.000548663	0.100386	0.0
pl_sweep	308	rot	20000	0.99946	-0.00012368	0.101149	0.0
pl_sweep	309	pdav-N	50000	0.998097	0.000132607	0.0995428	-0.0
pl_sweep	309	mixed	30000	0.999651	-0.000769832	0.0999642	0.0
pl_sweep	309	rot	20000	0.999475	0.00035713	0.0997153	0.0
pl_sweep	310	pdav-N	50000	0.998086	-0.00016147	0.0998418	-0.0
pl_sweep	310	mixed	30000	0.99965	-0.00022992	0.100177	0.0
pl_sweep	310	rot	20000	0.999468	0.000817691	0.100356	0.0
pl_sweep	311	pdav-N	50000	0.998098	0.000407901	0.0995288	-0.0
pl_sweep	311	mixed	30000	0.999648	0.000119347	0.100365	0.0
pl_sweep	311	rot	20000	0.999478	0.00120876	0.0993724	0.0
pl_sweep	312	pdav-N	50000	0.998092	0.000377115	0.0996843	-0.0
pl_sweep	312	mixed	30000	0.999652	-0.00010938	0.0998537	0.0
pl_sweep	312	rot	20000	0.999465	0.000909032	0.100639	0.0
pl_sweep	313	pdav-N	50000	0.998082	0.000568815	0.0999427	-0.0
pl_sweep	313	mixed	30000	0.999654	0.000336542	0.0996198	0.0
pl_sweep	313	rot	20000	0.999477	-0.00114039	0.0994852	0.0
pl_sweep	314	pdav-N	50000	0.99808	-0.000271928	0.0999994	-0.0
pl_sweep	314	mixed	30000	0.99965	-0.000275117	0.100088	0.0
pl_sweep	314	rot	20000	0.999466	0.000483494	0.100541	0.0
pl_sweep	315	pdav-N	50000	0.998083	-5.54041e-05	0.0999086	-0.0
pl_sweep	315	mixed	30000	0.999652	-0.000898031	0.0997857	0.0
pl_sweep	315	rot	20000	0.999473	-0.000461529	0.0998673	0.0
pl_sweep	316	pdav-N	50000	0.99808	-9.53571e-05	0.0999968	-0.0
pl_sweep	316	mixed	30000	0.999655	3.18102e-05	0.0993982	0.0
pl_sweep	316	rot	20000	0.999469	-0.000495006	0.100287	0.0
pl_sweep	317	pdav-N	50000	0.998069	0.000189228	0.100283	-0.0
pl_sweep	317	mixed	30000	0.999649	0.000239907	0.100312	0.0
pl_sweep	317	rot	20000	0.999467	-0.000422046	0.100421	0.0
pl_sweep	318	pdav-N	50000	0.998088	0.000236937	0.0997848	-0.0
pl_sweep	318	mixed	30000	0.999647	0.000526975	0.100513	0.0
pl_sweep	318	rot	20000	0.999469	0.000134594	0.100214	0.0
pl_sweep	319	pdav-N	50000	0.998087	-0.000123149	0.099803	-0.0
pl_sweep	319	mixed	30000	0.999656	1.45744e-05	0.0993127	0.0
pl_sweep	319	rot	20000	0.999474	-0.000495784	0.0997883	0.0
pl_sweep	320	pdav-N	50000	0.998054	0.000615684	0.10066	-0.0
pl_sweep	320	mixed	30000	0.999652	-0.000592656	0.0998478	0.0
pl_sweep	320	rot	20000	0.999467	-2.38221e-05	0.10043	0.0
pl_sweep	321	pdav-N	50000	0.998072	0.00032894	0.100194	-0.0
pl_sweep	321	mixed	30000	0.999655	-0.000235178	0.0993798	0.0
pl_sweep	321	rot	20000	0.99947	0.000386307	0.100152	0.0
pl_sweep	322	pdav-N	50000	0.998077	-0.000216312	0.100056	-0.0
pl_sweep	322	mixed	30000	0.99965	0.000252303	0.100176	0.0
pl_sweep	322	rot	20000	0.999467	0.00135052	0.100444	0.0
pl_sweep	323	pdav-N	50000	0.998081	0.000102962	0.0999675	-0.0
pl_sweep	323	mixed	30000	0.999652	0.00078785	0.0998919	0.0
pl_sweep	323	rot	20000	0.999482	-0.00143708	0.0990427	0.0
pl_sweep	324	pdav-N	50000	0.998081	0.000140715	0.0999498	-0.0
pl_sweep	324	mixed	30000	0.999653	-0.000797684	0.0997284	0.0
pl_sweep	324	rot	20000	0.999471	0.000958417	0.100102	0.0
pl_sweep	325	pdav-N	50000	0.998099	-9.90109e-05	0.0994885	-0.0
pl_sweep	325	mixed	30000	0.999659	0.0003401	0.0988824	0.0
pl_sweep	325	rot	20000	0.999454	-0.000229512	0.10166	0.0
pl_sweep	326	pdav-N	50000	0.998085	0.000811865	0.0998661	-0.0
pl_sweep	326	mixed	30000	0.999645	0.000354865	0.100902	0.0
pl_sweep	326	rot	20000	0.99946	-0.000257222	0.101112	0.0
pl_sweep	327	pdav-N	50000	0.998054	0.000270443	0.100658	-0.0
pl_sweep	327	mixed	30000	0.999652	0.000686384	0.0998445	0.0
pl_sweep	327	rot	20000	0.999473	0.000196722	0.0998639	0.0
pl_sweep	328	pdav-N	50000	0.998088	8.93347e-05	0.0997696	-0.0
pl_sweep	328	mixed	30000	0.999653	-0.000257961	0.0996812	0.0
pl_sweep	328	rot	20000	0.999475	0.00136349	0.0997157	0.0
pl_sweep	329	pdav-N	50000	0.998081	8.45499e-05	0.0999511	-0.0
pl_sweep	329	mixed	30000	0.999647	0.00023688	0.100506	0.0
pl_sweep	329	rot	20000	0.99947	-6.70688e-05	0.100206	0.0
pl_sweep	330	pdav-N	50000	0.998075	0.000316529	0.100124	-0.0
pl_sweep	330	mixed	30000	0.999655	-9.08808e-05	0.0994529	0.0
pl_sweep	330	rot	20000	0.999472	-3.48843e-05	0.0999441	0.0
pl_sweep	331	pdav-N	50000	0.99809	0.000340666	0.0997203	-0.0
pl_sweep	331	mixed	30000	0.999649	0.000180494	0.100211	0.0
pl_sweep	331	rot	20000	0.999466	-0.000276488	0.100519	0.0
pl_sweep	332	pdav-N	50000	0.998088	8.17091e-05	0.0997717	-0.0
pl_sweep	332	mixed	30000	0.99965	0.000861331	0.100076	0.0
pl_sweep	332	rot	20000	0.99947	7.0311e-05	0.100135	0.0
pl_sweep	333	pdav-N	50000	0.998076	0.000588432	0.100089	-0.0
pl_sweep	333	mixed	30000	0.999652	0.000574885	0.0997849	0.0
pl_sweep	333	rot	20000	0.999466	0.00053043	0.100499	0.0
pl_sweep	334	pdav-N	50000	0.998075	0.00042482	0.100114	-0.0
pl_sweep	334	mixed	30000	0.999652	0.000423237	0.0998475	0.0
pl_sweep	334	rot	20000	0.999471	-0.000931478	0.100044	0.0
pl_sweep	335	pdav-N	50000	0.998106	-5.36542e-05	0.099317	-0.0
pl_sweep	335	mixed	30000	0.999653	-4.36205e-05	0.099646	0.0
pl_sweep	335	rot	20000	0.99947	0.000483476	0.100124	0.0
pl_sweep	336	pdav-N	50000	0.998065	-0.000124907	0.10037	-0.0
pl_sweep	336	mixed	30000	0.999651	-0.00174859	0.100007	0.0
pl_sweep	336	rot	20000	0.99947	0.000865225	0.100126	0.0
pl_sweep	337	pdav-N	50000	0.998084	7.6293e-05	0.0998747	-0.0
pl_sweep	337	mixed	30000	0.999655	-2.24788e-05	0.0993573	0.0
pl_sweep	337	rot	20000	0.999473	-0.000249182	0.0998594	0.0
pl_sweep	338	pdav-N	50000	0.998079	-0.000344517	0.100012	-0.0
pl_sweep	338	mixed	30000	0.999646	4.55486e-05	0.100646	0.0
pl_sweep	338	rot	20000	0.999465	4.09428e-05	0.100663	0.0
pl_sweep	339	pdav-N	50000	0.998079	3.41842e-05	0.100014	-0.0
pl_sweep	339	mixed	30000	0.999652	0.000974854	0.0999122	0.0
pl_sweep	339	rot	20000	0.999467	-0.00178791	0.100436	0.0
pl_sweep	340	pdav-N	50000	0.998064	0.000409217	0.100402	-0.0
pl_sweep	340	mixed	30000	0.99965	9.8122e-05	0.100181	0.0
pl_sweep	340	rot	20000	0.99946	-0.000444499	0.101078	0.0
pl_sweep	341	pdav-N	50000	0.998077	-0.000616787	0.100057	-0.0
pl_sweep	341	mixed	30000	0.999655	-0.00031127	0.099414	0.0
pl_sweep	341	rot	20000	0.999469	-0.000328702	0.100246	0.0
pl_sweep	342	pdav-N	50000	0.998069	0.000138002	0.10028	-0.0
pl_sweep	342	mixed	30000	0.99965	0.000197988	0.100203	0.0
pl_sweep	342	rot	20000	0.999478	-0.000831966	0.0993572	0.0
pl_sweep	343	pdav-N	50000	0.998064	0.000520381	0.100393	-0.0
pl_sweep	343	mixed	30000	0.999647	-0.000659601	0.100621	0.0
pl_sweep	343	rot	20000	0.999472	-0.000364273	0.0999723	0.0
pl_sweep	344	pdav-N	50000	0.998093	-0.000171353	0.0996583	-0.0
pl_sweep	344	mixed	30000	0.999652	0.000632119	0.0999119	0.0
pl_sweep	344	rot	20000	0.999472	0.000397848	0.0999612	0.0
pl_sweep	345	pdav-N	50000	0.998088	0.000180288	0.0997719	-0.0
pl_sweep	345	mixed	30000	0.999651	0.000207086	0.100041	0.0
pl_sweep	345	rot	20000	0.999472	0.000480005	0.0999289	0.0
pl_sweep	346	pdav-N	50000	0.998089	-0.000501917	0.0997625	-0.0
pl_sweep	346	mixed	30000	0.999651	0.0001996	0.100003	0.0
pl_sweep	346	rot	20000	0.999475	-0.00114644	0.099649	0.0
pl_sweep	347	pdav-N	50000	0.998084	-0.000411544	0.099872	-0.0
pl_sweep	347	mixed	30000	0.999649	0.000766206	0.100246	0.0
pl_sweep	347	rot	20000	0.999468	-0.000528025	0.100395	0.0
pl_sweep	348	pdav-N	50000	0.998068	0.000336709	0.100312	-0.0
pl_sweep	348	mixed	30000	0.999654	-0.000919788	0.0995875	0.0
pl_sweep	348	rot	20000	0.999471	0.00120891	0.100105	0.0
pl_sweep	349	pdav-N	50000	0.998097	0.000447287	0.0995371	-0.0
pl_sweep	349	mixed	30000	0.999656	-0.000283766	0.0993431	0.0
pl_sweep	349	rot	20000	0.999474	-0.000180968	0.0997933	0.0
pl_sweep	350	pdav-N	50000	0.998056	-3.94673e-05	0.10061	-0.0
pl_sweep	350	mixed	30000	0.999652	-0.000540139	0.0998495	0.0
pl_sweep	350	rot	20000	0.999473	0.00120369	0.0998584	0.0
pl_sweep	351	pdav-N	50000	0.998095	-0.000936002	0.0995908	-0.0
pl_sweep	351	mixed	30000	0.999649	5.66891e-05	0.100335	0.0
pl_sweep	351	rot	20000	0.999468	-0.000579117	0.100395	0.0
pl_sweep	352	pdav-N	50000	0.998062	0.000181966	0.100467	-0.0
pl_sweep	352	mixed	30000	0.999651	-0.000618877	0.100019	0.0
pl_sweep	352	rot	20000	0.999469	-0.00102701	0.10026	0.0
pl_sweep	353	pdav-N	50000	0.998073	-0.000109891	0.100169	-0.0
pl_sweep	353	mixed	30000	0.999652	0.000254038	0.0998607	0.0
pl_sweep	353	rot	20000	0.999475	-0.00128881	0.0996419	0.0
pl_sweep	354	pdav-N	50000	0.998067	0.000346075	0.100333	-0.0
pl_sweep	354	mixed	30000	0.999646	-0.000746458	0.100678	0.0
pl_sweep	354	rot	20000	0.999479	1.55711e-05	0.0993369	0.0
pl_sweep	355	pdav-N	50000	0.998084	-0.000411261	0.0998931	-0.0
pl_sweep	355	mixed	30000	0.999649	8.81873e-05	0.10031	0.0
pl_sweep	355	rot	20000	0.99947	0.000785141	0.100134	0.0
pl_sweep	356	pdav-N	50000	0.998063	-0.000195893	0.100424	-0.0
pl_sweep	356	mixed	30000	0.999653	8.85695e-05	0.0996468	0.0
pl_sweep	356	rot	20000	0.999472	-0.000344703	0.0999583	0.0
pl_sweep	357	pdav-N	50000	0.998075	0.000140588	0.100124	-0.0
pl_sweep	357	mixed	30000	0.999653	0.000634015	0.0996818	0.0
pl_sweep	357	rot	20000	0.99947	0.000805174	0.100172	0.0
pl_sweep	358	pdav-N	50000	0.998072	-4.7913e-05	0.100204	-0.0
pl_sweep	358	mixed	30000	0.999654	0.00142688	0.0995131	0.0
pl_sweep	358	rot	20000	0.999475	0.000311899	0.0997246	0.0
pl_sweep	359	pdav-N	50000	0.998062	0.000216548	0.100449	-0.0
pl_sweep	359	mixed	30000	0.999651	0.000639953	0.0999446	0.0
pl_sweep	359	rot	20000	0.999462	-2.50102e-05	0.100886	0.0
pl_sweep	360	pdav-N	50000	0.998072	0.000559046	0.100205	-0.0
pl_sweep	360	mixed	30000	0.99965	-0.00016882	0.100159	0.0
pl_sweep	360	rot	20000	0.999468	0.000640699	0.100331	0.0
pl_sweep	361	pdav-N	50000	0.998106	-0.000284375	0.0993032	-0.0
pl_sweep	361	mixed	30000	0.999647	-0.000790296	0.100497	0.0
pl_sweep	361	rot	20000	0.999467	-0.000478904	0.100474	0.0
pl_sweep	362	pdav-N	50000	0.998101	0.000280278	0.099442	-0.0
pl_sweep	362	mixed	30000	0.99965	-0.000741355	0.100179	0.0
pl_sweep	362	rot	20000	0.999475	1.19764e-05	0.0997115	0.0
pl_sweep	363	pdav-N	50000	0.998072	-0.00082463	0.100192	-0.0
pl_sweep	363	mixed	30000	0.999651	-0.000557463	0.0999654	0.0
pl_sweep	363	rot	20000	0.999468	0.000164195	0.100317	0.0
pl_sweep	364	pdav-N	50000	0.998073	-0.000224913	0.100172	-0.0
pl_sweep	364	mixed	30000	0.999654	-0.000131509	0.0996078	0.0
pl_sweep	364	rot	20000	0.999471	0.000816729	0.100021	0.0
pl_sweep	365	pdav-N	50000	0.998078	-1.77282e-05	0.10004	-0.0
pl_sweep	365	mixed	30000	0.999652	0.00146254	0.0998422	0.0
pl_sweep	365	rot	20000	0.999464	-0.000688104	0.100741	0.0
pl_sweep	366	pdav-N	50000	0.998065	0.000102038	0.100374	-0.0
pl_sweep	366	mixed	30000	0.999647	0.000363321	0.100547	0.0
pl_sweep	366	rot	20000	0.999472	-0.00119559	0.0999786	0.0
pl_sweep	367	pdav-N	50000	0.998073	-6.12534e-05	0.100175	-0.0
pl_sweep	367	mixed	30000	0.999654	0.000496058	0.0995676	0.0
pl_sweep	367	rot	20000	0.999467	0.000252254	0.100472	0.0
pl_sweep	368	pdav-N	50000	0.998091	8.47759e-05	0.0997115	-0.0
